RUN,Hit Finding,SeparateStrongFromWeak,FinerInspection,IncreaseThreshold -t 50,IncreaseThreshold -t 100,sortHits,Ice Ratio (%),SAMPLE,COMMENT,NOZZLE,DATE (m/d/y),START TIME (hh:mm:ss),END TIME (hh:mm:ss),LENGTH (mm:ss),MCC ENERGY (eV),PULSE LENGTH (fs),REP RATE    (Hz),CHARGE (pC),PULSE ENERGY (mJ),FOCAL SIZE (um^2),SILICON FILTERS (um),TRANSMISSION,ATTENUATION CHANGED DURING RUN?,ATTENUATOR IN FRONT OF FRONT DETECTOR (um),SAMPLE-DETECTOR Z (mm),DS1 POS Z (mm),DS1 QMAX (Å-1),DS1 MOVED DURING RUN?,DSD POS Z (mm),DSD QMAX (Å-1),DSD MOVED DURING RUN?,SAMPLE X POS ROUGH (mm),SAMPLE Y POS ROUGH (mm),SAMPLE Z POS ROUGH (mm),SAMPLE X POS FINE (encoder),SAMPLE Z POS FINE (encoder),DISTANCE FROM NOZZLE (mm),CHANGED Y OR Z POS DURING RUN?,PRESSURE SAMPLE CHAMBER (torr),PRESSURE DETECTOR STAGE (torr),GAS PRESSURE (PSI N2),LIQUID PRESSURE (PSI He),PIEZO WAVEFORM,PIEZO FREQUENCY (Hz),PIEZO AMPLITUDE (Vpp),NOZZLE DIAMETER (pixels),JET DIAMETER MEASURE AT?,JET DIAMETER (um),FLOW RATE (ul/min),DROPLET VELOCITY (m/s),DROPLET DIAMETER (um),DROPLET-DROPLET DISTANCE (um),CALCULATED TEMPERATURE (K),DAQ MODE,# OF FILES (.xtc),SIZE (GB),FRAMES / GB,FRAMES PROCESSED,#HITS hitfinder,RATE (%) hitfinder,#ICEHITS hitfinder,ICE RATIO,COMMENT copy,run copy,runnum,nxtc,sizextc,nfr,darksub,hitf,nhitf,hitfADC,hitfNAT,hitfr,icef,nicef,icefADC,icefNAT,icefr,comment,type0,type0 < 50ADUs,50ADUs < type0 < 100ADUs,type1,type1 < 50ADUs,50ADUs < type1 < 100ADUs,type2,type3,strong hits,strong hits > 50ADUs,strong hits > 100ADUs,type0 damagedHits,type1 damagedHits,type0 failedFits,type1 failedFits,type0 damagedHits > 50ADUs,type1 damagedHits > 50ADUs,type0 failedFits > 50ADUs,type1 failedFits > 50ADUs,type0 damagedHits > 100ADUs,type1 damagedHits > 100ADUs,type0 failedFits > 100ADUs,type1 failedFits > 100ADUs
40,X: 64 hits,X: 0 weak; 64 strong,X: 62 (0); 0 (1); 1 (2); 1 (3),X: 62 (0); 0 (1),X: 0 (0); 0 (1),X:,0.00,H2O,~14.8 um droplets ~10 mm away from the nozzle,CXI Feb2011-1,1/19/2013,11:22:15,11:27:10,4:55,9400,50,120,150,2.99,1.5x1.5,480,1.35E-02,,,129.0132,-449.9868,,,,,,2.5469,-129.785,1.1797,26,-1212060,10.3016190352124,,5.80E-04,,500,210,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,5,349,94,32768,64,0.20,2,0.01,~14.8 um droplets ~10 mm away from the nozzle,40,40,5,349,32768,-1,1,64,50,10000,0.2,1,2,500,10,0.01,DONE,62,62,0,0,0,0,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,X: 447 hits,X: 0 weak; 447 strong,X: 445 (0); 0 (1); 2 (2); 0 (3),X: 444 (0); 0 (1),X: 1 (0); 0 (1),X:,0.00,H2O,~14.8 um droplets ~10 mm away from the nozzle,CXI Feb2011-1,1/19/2013,11:27:28,11:32:59,5:31,9400,48.2,120,150,2.99,1.5x1.5,480,1.35E-02,,,129.0132,-449.9868,,,,,,2.5469,-129.785,1.1797,26,-1212060,10.3016190352124,,5.80E-04,,500,210,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,5,370,107,39729,447,1.13,2,0.01,~14.8 um droplets ~10 mm away from the nozzle,41,41,5,370,39729,-1,1,447,50,10000,1.13,1,2,500,10,0.01,DONE,445,444,1,0,0,0,2,0,445,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,X: 432 hits,X: 0 weak; 432 strong,X: 431 (0); 0 (1); 1 (2); 0 (3),X: 419 (0); 0 (1),X: 12 (0); 0 (1),X:,0.00,H2O,~14.8 um droplets ~30 mm away from the nozzle; DAQ problems,CXI Feb2011-1,1/19/2013,11:37:38,11:42:48,5:10,9400,48,120,150,2.99,1.5x1.5,480,1.35E-02,,,129.0132,-449.9868,,,,,,2.8896,-109.785,0.7803,29,-1212056,30.3081696679266,,5.80E-04,,500,210,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,5,355,101,35877,432,1.20,1,0.00,~14.8 um droplets ~30 mm away from the nozzle; DAQ problems,42,42,5,355,35877,-1,1,432,50,10000,1.2,1,1,500,10,0,DONE,431,419,12,0,0,0,1,0,431,12,0,0,0,0,0,0,0,0,0,0,0,0,0
43,X: 278 hits,X: 0 weak; 278 strong,X: 276 (0); 1 (1); 1 (2); 0 (3),X: 268 (0); 0 (1),X: 8 (0); 1 (1),X:,0.36,H2O,~14.8 um droplets ~30 mm away from the nozzle,CXI Feb2011-1,1/19/2013,11:44:09,11:56:22,12:13,9400,47.9,120,150,2.99,1.5x1.5,480,1.35E-02,,,129.013,-449.987,,,,,,2.8896,-109.785,0.7803,29,-1212059,30.3081699153809,,5.80E-04,,500,210,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,10,825,106,87838,278,0.32,2,0.00,~14.8 um droplets ~30 mm away from the nozzle,43,43,10,825,87838,-1,1,278,50,10000,0.32,1,2,500,10,0,DONE,276,268,8,1,0,1,1,0,277,9,0,0,0,0,0,0,0,0,0,0,0,0,0
44,X: 1 hits,X: 0 weak; 1 strong,X: 0 (0); 0 (1); 1 (2); 0 (3),X: 0 (0); 0 (1),X: 0 (0); 0 (1),X:,0.00,H2O,~14.8 um droplets ~30 mm away from the nozzle; jet instable,CXI Feb2011-1,1/19/2013,11:56:45,12:00:09,3:24,9400,47.9,120,150,2.99,1.5x1.5,400,2.77E-02,,,129.0128,-449.9872,,,,,,2.8896,-109.785,0.7803,29,-1212059,30.3081699153809,,5.80E-04,,500,210,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,5,230,106,24391,1,0.00,1,0.00,~14.8 um droplets ~30 mm away from the nozzle; jet instable,44,44,5,230,24391,-1,1,1,50,10000,0,1,1,500,10,0,DONE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,X: 784 hits,X: 0 weak; 784 strong,X: 780 (0); 0 (1); 3 (2); 1 (3),X: 428 (0); 0 (1),X: 346 (0); 0 (1),X:,0.00,H2O,~15.8 um droplets ~30 mm away from the nozzle,CXI Feb2011-1,1/19/2013,12:25:11,12:34:57,9:46,9400,50.1,120,150,2.99,1.5x1.5,400,2.77E-02,,,129.0126,-449.9874,,,,,,2.5898,-109.785,0.5811,32,-1212053,30.3086951593916,,6.00E-04,,460,250,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,10,676,100,67412,784,1.16,5,0.01,~15.8 um droplets ~30 mm away from the nozzle,45,45,10,676,67412,-1,1,784,50,10000,1.16,1,5,500,10,0.01,DONE,780,428,346,0,0,0,3,1,780,352,6,0,0,0,0,0,0,0,0,0,0,0,0
46,X: 1 hits,X: 0 weak; 1 strong,X: 1 (0); 0 (1); 0 (2); 0 (3),X: 0 (0); 0 (1),X: 1 (0); 0 (1),X:,0.00,H2O,~15.8 um droplets ~30 mm away from the nozzle; DAQ problems,CXI Feb2011-1,1/19/2013,12:35:03,12:35:13,0:10,9400,47.6,120,150,2.99,1.5x1.5,400,2.77E-02,,,129.0126,-449.9874,,,,,,2.5898,-109.785,0.5811,32,-1212053,30.3086951593916,,6.00E-04,,460,250,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,5,10,57,572,1,0.17,0,0.00,~15.8 um droplets ~30 mm away from the nozzle; DAQ problems,46,46,5,10,572,-1,1,1,50,10000,0.17,1,0,500,10,0,DONE,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,X: 559 hits,X: 0 weak; 559 strong,X: 558 (0); 0 (1); 1 (2); 0 (3),X: 278 (0); 0 (1),X: 270 (0); 0 (1),X:,0.00,H2O,~15.8 um droplets ~30 mm away from the nozzle,CXI Feb2011-1,1/19/2013,12:35:16,12:39:23,4:07,9400,47.6,120,150,2.99,1.5x1.5,400,2.77E-02,,,129.0126,-449.9874,,,,,,2.5898,-109.785,0.5811,32,-1212053,30.3086951593916,,6.00E-04,,460,250,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,5,282,97,27287,559,2.05,2,0.01,~15.8 um droplets ~30 mm away from the nozzle,47,47,5,282,27287,-1,1,559,50,10000,2.05,1,2,500,10,0.01,DONE,558,278,270,0,0,0,1,0,558,280,10,0,0,0,0,0,0,0,0,0,0,0,0
48,X: 2334 hits,X: 0 weak; 2334 strong,X: 2326 (0); 0 (1); 3 (2); 5 (3),X: 220 (0); 0 (1),X: 203 (0); 0 (1),X:,0.00,H2O,~15.8 um droplets ~30 mm away from the nozzle,CXI Feb2011-1,1/19/2013,12:39:55,12:53:14,13:19,9400,47.6,120,150,2.99,1.5x1.5,200,1.67E-01,,,129.0126,-449.9874,,,,,,2.5898,-109.785,0.5811,32,-1212053,30.3086951593916,,6.00E-04,,460,250,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,15,916,81,74379,2334,3.14,500,0.67,~15.8 um droplets ~30 mm away from the nozzle,48,48,15,916,74379,-1,1,2334,50,10000,3.14,1,500,1000,10,0.67,DONE,2326,220,203,0,0,0,3,5,2326,2106,1903,0,0,0,0,0,0,0,0,0,0,0,0
49,,,,,,,,dark calibration,"shutters in, treat as dark calibration",,1/19/2013,12:53:24,12:58:15,4:51,9400,48.5,120,150,2.99,1.5x1.5,200,1.67E-01,,,579,,,,,,,2.5654,-109.785,0.4805,32,-1212053,30.3110352456812,,6.00E-04,,460,250,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,4,328,106,34872,0,0.00,0,0.00,"shutters in, treat as dark calibration",49,49,4,328,34872,-1,1,0,50,10000,0,1,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
50,X: 3418 hits,X: 0 weak; 3418 strong,X: 3413 (0); 0 (1); 2 (2); 3 (3),X: 335 (0); 0 (1),X: 296 (0); 0 (1),X:,0.00,H2O,~15.8 um droplets ~30 mm away from the nozzle,CXI Feb2011-1,1/19/2013,12:58:17,13:14:09,15:52,9400,48.5,120,150,2.99,1.5x1.5,200,1.67E-01,,,129.0124,-449.9876,,,,,,2.5654,-109.785,0.4805,32,-1212058,30.3110359053275,,6.00E-04,,460,250,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,16,1081,105,113326,3418,3.02,724,0.64,~15.8 um droplets ~30 mm away from the nozzle,50,50,16,1081,113326,-1,1,3418,50,10000,3.02,1,724,1000,10,0.64,DONE,3413,335,296,0,0,0,2,3,3413,3078,2782,0,0,0,0,0,0,0,0,0,0,0,0
51,X: 22 hits,X: 0 weak; 22 strong,X: 21 (0); 0 (1); 0 (2); 1 (3),X: 3 (0); 0 (1),X: 10 (0); 0 (1),X:,0.00,H2O,~15.8 um droplets ~35 mm away from the nozzle,CXI Feb2011-1,1/19/2013,13:14:43,13:15:42,0:59,9400,48.5,120,150,2.99,1.5x1.5,320,5.68E-02,,,129.0124,-449.9876,,,,,,2.6035,-104.785,0.3301,36,-1212058,35.3134051444158,,6.00E-04,,460,250,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,4,66,103,6804,22,0.32,5,0.07,~15.8 um droplets ~35 mm away from the nozzle,51,51,4,66,6804,-1,1,22,50,10000,0.32,1,5,500,10,0.07,DONE,21,3,10,0,0,0,0,1,21,18,8,0,0,0,0,0,0,0,0,0,0,0,0
52,X: 183 hits,X: 0 weak; 183 strong,X: 183 (0); 0 (1); 0 (2); 0 (3),X: 47 (0); 0 (1),X: 66 (0); 0 (1),X:,0.00,H2O,~15.8 um droplets ~35 mm away from the nozzle; aborted,CXI Feb2011-1,1/19/2013,13:15:50,13:19:02,3:12,9400,48.5,120,150,2.99,1.5x1.5,320,5.68E-02,,,129.0124,-449.9876,,,,,,2.6035,-104.785,0.3301,36,-1212058,35.3134051444158,,6.00E-04,,460,250,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,5,220,104,22982,183,0.80,48,0.21,~15.8 um droplets ~35 mm away from the nozzle; aborted,52,52,5,220,22982,-1,1,183,50,10000,0.8,1,48,500,10,0.21,DONE,183,47,66,0,0,0,0,0,183,136,70,0,0,0,0,0,0,0,0,0,0,0,0
53,X: 1250 hits,X: 0 weak; 1250 strong,X: 1243 (0); 0 (1); 7 (2); 0 (3),X: 275 (0); 0 (1),X: 403 (0); 0 (1),X:,0.00,H2O,~15.8 um droplets ~35 mm away from the nozzle; lots of damaged events,CXI Feb2011-1,1/19/2013,13:20:42,13:31:02,10:20,9400,48.5,120,150,2.99,1.5x1.5,320,5.68E-02,,,129.0124,-449.9876,,,,,,2.6035,-104.785,0.3301,36,-1212058,35.3134051444158,,6.00E-04,,460,250,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,10,705,101,71403,1250,1.75,456,0.64,~15.8 um droplets ~35 mm away from the nozzle; lots of damaged events,53,53,10,705,71403,-1,1,1250,50,10000,1.75,1,456,500,10,0.64,DONE,1243,275,403,0,0,0,7,0,1243,968,565,0,0,0,0,0,0,0,0,0,0,0,0
